title,revenue,vote_average,vote_count
Money Monster,93282604,6.5,1068
Money Talks,0,5.9,87
Money Train,35431113,5.4,222
Moneyball,110206216,7.0,1381
Mongol: The Rise of Genghis Khan,26527510,6.5,158
Monkeybone,5409517,4.3,78
Monsoon Wedding,0,6.8,57
Monster,60378584,7.0,485
Monster House,140175006,6.3,874
Monster's Ball,44909486,6.5,250
Monster-in-Law,154749918,5.6,406
Monsters,4242978,6.2,587
Monsters University,743559607,7.0,3528
Monsters vs Aliens,381509870,6.0,1423
"Monsters, Inc.",562816256,7.5,5996
Monte Carlo,17425000,6.0,593
Monty Python and the Holy Grail,5028948,7.8,1708
Moon,9760104,7.6,1794
Moonlight Mile,10011050,6.5,52
Moonraker,210308099,5.9,541
Moonrise Kingdom,68263166,7.6,1662
Mooz-lum,330048,4.5,3
Morning Glory,58785180,6.1,412
Mortal Kombat,122195920,5.4,442
Mortal Kombat: Annihilation,51376861,3.8,221
Mortdecai,30418560,5.4,1055
Morvern Callar,0,7.2,34
Mother and Child,0,6.7,46
Motherhood,0,4.7,44
Moulin Rouge!,179213434,7.4,1300
Movie 43,32438988,4.4,797
Mozart's Sister,0,6.2,13
Mr. & Mrs. Smith,478207520,6.5,2965
Mr. 3000,21800302,5.0,66
Mr. Bean's Holiday,229736344,6.1,663
Mr. Church,0,7.0,129
Mr. Deeds,171269535,5.6,644
Mr. Holland's Opus,106269971,6.9,113
Mr. Nice Guy,18814720,6.3,128
Mr. Peabody & Sherman,272912430,6.7,843
Mr. Popper's Penguins,187361754,5.7,751
Mr. Smith Goes to Washington,9600000,7.9,241
Mr. Turner,5405500,6.3,204
Mrs Henderson Presents,0,6.4,62
Mrs. Doubtfire,441286195,7.0,1591
Mrs. Winterbourne,10070000,5.3,25
Much Ado About Nothing,0,7.2,189
Mud,21587700,7.0,1068
Mulan,304320254,7.6,2008
Mulholland Drive,20117339,7.6,1477
Multiplicity,0,5.5,154
Mumford,0,6.3,26
Munich,130358911,6.9,696
Muppets Most Wanted,80383290,6.2,316
Muppets from Space,16290976,5.8,92
Murder by Numbers,56714147,6.0,268
Murderball,1750211,6.9,23
Music and Lyrics,145896422,6.2,554
Must Love Dogs,58405313,5.8,140
Mutant World,1500000,2.6,9
Mutual Appreciation,0,6.1,8
Mutual Friends,0,0.0,0
My All American,0,6.8,36
My Baby's Daddy,51,4.3,15
My Beautiful Laundrette,2451545,6.6,51
My Best Friend's Girl,36620508,5.4,220
My Best Friend's Wedding,299288605,6.3,584
My Big Fat Greek Wedding,368744044,6.2,671
My Big Fat Greek Wedding 2,88923251,5.5,322
My Big Fat Independent Movie,0,3.0,5
My Bloody Valentine,100734718,5.3,299
My Blueberry Nights,21786738,6.0,190
My Boss's Daughter,0,4.4,180
My Cousin Vinny,64088552,7.3,384
My Date with Drew,0,6.3,16
My Dog Skip,0,6.5,69
My Dog Tulip,246574,7.6,9
My Fair Lady,72070731,7.4,352
My Favorite Martian,36850101,5.1,80
My Fellow Americans,0,6.3,46
My Girl,0,7.0,428
My Last Day Without You,0,5.7,3
My Life Without Me,9726954,7.2,77
My Life in Ruins,20455276,5.6,101
My Lucky Star,0,4.3,8
My Name Is Bruce,173066,5.9,107
My Name Is Khan,42345360,7.7,232
My Own Private Idaho,0,7.1,212
My Sister's Keeper,95714875,7.1,598
My Soul to Take,19829957,5.2,147
My Stepmother is an Alien,13854000,5.3,131
My Summer of Love,0,6.0,59
My Super Ex-Girlfriend,60896147,4.8,442
My Week with Marilyn,35057696,6.6,406
Mystery Men,29762011,5.7,250
"Mystery, Alaska",8888143,6.0,69
Mystic Pizza,0,5.9,123
Mystic River,156822020,7.6,1422
N-Secure,2592808,4.3,4
Nacho Libre,80197993,5.6,359
Namastey London,0,6.6,29
Nancy Drew,0,5.8,143
Nanny McPhee,122489822,6.4,711
Nanny McPhee and the Big Bang,93246388,6.0,436
Napoleon Dynamite,46118097,6.7,554
Narc,12633747,6.8,142
National Lampoon's Loaded Weapon 1,0,5.7,157
National Lampoon's Vacation,61399552,7.1,410
National Lampoon’s Van Wilder,38275483,5.9,858
National Treasure,347451894,6.4,1926
Naturally Native,10508,0.0,0
Navy Seals vs. Zombies,0,3.5,36
Neal 'n' Nikki,0,2.3,4
Nebraska,17654912,7.4,636
Need for Speed,203277636,6.1,1520
Neighbors,268157400,6.2,2713
Neighbors 2: Sorority Rising,108758521,5.6,1462
Nerve,83707310,7.1,2181
Network,23689877,7.7,381
Never Again,0,4.0,3
Never Back Down,41627431,6.4,497
Never Back Down 2: The Beatdown,0,5.8,136
Never Let Me Go,9455232,6.8,737
Never Say Never Again,160000000,5.8,338
New Nightmare,18090181,6.4,291
New Year's Eve,142044638,5.7,718
New York Minute,0,5.5,185
New York Stories,0,6.2,64
"New York, New York",0,6.1,67
New in Town,29010817,5.2,99
Newlyweds,0,5.9,5
Next Day Air,0,5.3,36
Next Friday,59827328,6.4,135
Next Stop Wonderland,0,6.0,20
Niagara,8500000,6.7,79
Nicholas Nickleby,0,6.8,49
Nick and Norah's Infinite Playlist,32973937,6.4,379
Night Watch,32000000,6.3,210
Night at the Museum,574480841,6.3,2862
Night at the Museum: Battle of the Smithsonian,413106170,5.9,1971
Night at the Museum: Secret of the Tomb,349424282,6.1,1851
Night of the Living Dead,30000000,7.5,580
Nightcrawler,38697217,7.6,3395
Nighthawks,19905359,6.4,86
Nim's Island,100076342,5.6,330
Nine,53825515,5.1,165
Nine 1/2 Weeks,6735922,5.8,177
Nine Dead,0,5.2,84
Nine Queens,0,7.4,153
Ninja Assassin,60462347,6.2,371
Nixon,13681765,7.1,71
No Country for Old Men,171600000,7.7,3003
No End in Sight,1431623,7.2,23
No Escape,54418872,6.7,777
No Good Deed,53830415,5.6,181
No Man's Land: The Rise of Reeker,0,4.4,27
No Reservations,92601050,6.1,327
No Strings Attached,147780440,6.1,1331
Noah,362637473,5.6,2350
Nomad: The Warrior,0,4.3,17
Non-Stop,222809600,6.8,2268
North Country,25224242,6.8,125
Northfork,0,6.7,24
Not Another Teen Movie,66468332,5.5,431
Not Cool,0,3.7,25
Not Easily Broken,0,6.3,9
Notes on a Scandal,49469904,6.9,235
Nothing,0,5.8,38
Nothing But a Man,0,7.0,2
Nothing to Lose,0,6.3,174
Notting Hill,363889678,7.0,1262
November,0,4.9,11
Novocaine,2025238,6.0,44
Now Is Good,0,7.3,371
Now You See Me,117698894,7.3,5487
Now You See Me 2,334901337,6.7,3235
Nowhere Boy,0,7.2,244
Nowhere in Africa,0,7.0,32
Nowhere to Run,0,5.5,119
Nurse 3-D,10000000,4.9,119
Nurse Betty,0,5.9,111
Nutty Professor II: The Klumps,123307945,4.7,332
O,16017403,5.8,75
"O Brother, Where Art Thou?",71868327,7.3,1112
Oblivion,286168572,6.4,4800
Observe and Report,24007324,5.6,225
Obvious Child,3123963,6.7,187
Ocean's Eleven,450717150,7.2,3783
Ocean's Thirteen,311312624,6.5,1999
Ocean's Twelve,362744280,6.4,2124
Oceans,19406406,7.3,111
October Baby,5355847,6.8,35
Octopussy,187500000,6.2,527
Oculus,44030246,6.3,1050
Of Gods and Men,41424067,6.5,91
Of Horses and Men,11,6.9,26
Office Space,12827813,7.4,1050
Old Dogs,92219310,5.2,210
Old Joy,0,6.3,36
Old School,87055349,6.6,541
Oldboy,14980005,8.0,1945
Oliver Twist,42093706,6.7,274
Oliver!,37402877,7.0,103
Olympus Has Fallen,161025640,6.2,2981
On Deadly Ground,49000000,4.5,104
On Her Majesty's Secret Service,81974493,6.5,456
On The Downlow,0,6.0,2
On the Line,0,4.1,10
On the Outs,0,5.9,6
On the Road,8784318,5.5,301
On the Waterfront,9600000,8.0,357
Once,20710513,7.3,453
Once Upon a Time in America,0,8.2,1069
Once Upon a Time in Mexico,98185582,6.2,594
Once Upon a Time in the West,5321508,8.1,1128
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0,4.7,3
Ondine,1644755,6.5,84
One Day,59389433,7.0,978
One Direction: This Is Us,0,8.0,201
One Flew Over the Cuckoo's Nest,108981275,8.2,2919
One Hour Photo,52223306,6.6,435
One Man's Hero,0,9.3,2
One Missed Call,0,4.7,171
One Night with the King,13391174,6.1,12
One True Thing,0,6.2,27
One for the Money,36893721,5.3,388
One to Another,0,5.8,12
Ong Bak 2,8936663,6.0,152
Only God Forgives,10337387,5.6,862
Only the Strong,3283371,6.9,29
Opal Dream,140666,6.1,7
Open Range,68296293,7.0,262
Open Road,0,5.2,18
Open Season,197309027,6.1,656
Open Secret,0,7.0,2
Open Water,54667954,5.4,315
Operation Chromite,0,5.8,29
Ordet,0,7.8,65
Ordinary People,0,7.4,145
Orgazmo,0,6.2,115
Original Sin,35402320,5.8,198
Orphan,41596251,6.7,1261
Osama,0,6.3,32
Oscar and Lucinda,0,6.2,25
Osmosis Jones,13596911,5.9,228
Ouija,103590271,4.9,983
Our Brand Is Crisis,7002261,5.8,195
Our Family Wedding,21409028,5.7,39
Our Idiot Brother,17273593,5.9,365
Our Kind of Traitor,9930095,6.0,160
Out Cold,14782676,5.8,53
Out of Africa,128499205,7.0,279
Out of Inferno,0,5.8,11
Out of Sight,77745568,6.5,333
Out of Time,55495563,6.1,298
Out of the Blue,0,6.5,17
Out of the Blue,0,6.5,17
Out of the Blue,0,5.9,18
Out of the Blue,0,5.9,18
Out of the Dark,0,4.6,55
Out of the Furnace,15400000,6.5,720
Outbreak,189859560,6.3,513
Outside Bet,0,5.8,2
Outside Providence,7292175,5.6,30
Over Her Dead Body,0,5.3,145
Over the Hedge,343397247,6.3,1074
Owning Mahowny,0,6.8,37
Oz: The Great and Powerful,491868548,5.7,3530
P.S. I Love You,156835339,6.9,977
PCU,4350774,6.0,41
Paa,0,6.6,19
Pacific Rim,407602906,6.7,4794
Paddington,259207227,7.0,883
Pain & Gain,86175291,6.1,1573
Paint Your Wagon,31678778,6.2,63
Pale Rider,41410568,7.0,251
Palo Alto,0,6.4,348
Pan,128388320,5.9,954
Pan's Labyrinth,83258226,7.6,3041
Pandaemonium,0,4.5,2
Pandora's Box,0,7.6,45
Pandorum,20645327,6.5,774
Panic Room,196397415,6.5,1267
Paparazzi,16605763,5.8,52
Paper Towns,85512300,6.1,1937
ParaNorman,107139399,6.7,789
Paranormal Activity,193355800,5.9,1316
Paranormal Activity 2,177512032,5.7,722
Paranormal Activity 3,205703818,5.9,669
Paranormal Activity 4,142817992,5.2,563
Paranormal Activity: The Marked Ones,86362372,5.2,449
Parental Guidance,119772232,5.7,210
"Paris, je t'aime",4857367,6.8,207
Parker,46216641,5.7,1455
Partition,0,6.4,6
Party Monster,742898,5.9,58
Passchendaele,0,6.3,26
Pat Garrett & Billy the Kid,11000000,7.2,65
Patch Adams,202292902,7.0,832
Pathology,0,5.6,144
Patriot Games,178051587,6.3,433
Patton,89800000,7.3,323
Paul,97552050,6.5,1789
Paul Blart: Mall Cop,183293131,5.2,788
Paul Blart: Mall Cop 2,107597242,5.0,567
Pay It Forward,55707411,7.0,432
Payback,161626121,6.7,548
Paycheck,96269812,5.9,581
"Peace, Propaganda & the Promised Land",0,6.4,4
Peaceful Warrior,0,7.3,90
Pearl Harbor,449220945,6.6,1791
Peeples,0,5.6,26
Peggy Sue Got Married,41382841,5.9,136
Penguins of Madagascar,373552094,6.5,1346
Penitentiary,0,4.9,8
People I Know,0,5.5,48
Percy Jackson & the Olympians: The Lightning Thief,226497209,6.0,2010
Percy Jackson: Sea of Monsters,174578751,5.9,1648
Perfect Cowboy,0,5.0,1
Perfume: The Story of a Murderer,132180323,7.1,1165
Perrier’s Bounty,0,5.1,24
Persepolis,0,7.7,450
Pet Sematary,57469467,6.4,407
Pete's Dragon,143695338,6.2,679
Phantasm II,7282851,6.3,94
Phat Girlz,0,3.7,10
Phenomenon,152036382,6.2,323
Philadelphia,206678440,7.6,988
Philomena,100129872,7.4,579
Phone Booth,97837138,6.7,1062
Pi,3221152,7.1,586
Pieces of April,0,6.4,64
Pierrot le Fou,0,7.6,127
Pineapple Express,101624843,6.6,1148
Pink Flamingos,6000000,6.2,110
Pink Narcissus,0,6.0,9
"Pink Ribbons, Inc.",25000,6.8,6
Pinocchio,84300000,6.9,1355
Piranha 3D,83188165,5.3,581
Pirates of the Caribbean: At World's End,961000000,6.9,4500
Pirates of the Caribbean: Dead Man's Chest,1065659812,7.0,5246
Pirates of the Caribbean: On Stranger Tides,1045713802,6.4,4948
Pirates of the Caribbean: The Curse of the Black Pearl,655011224,7.5,6985
Pitch Black,53187659,6.7,1789
Pitch Perfect,115350426,7.3,2247
Pitch Perfect 2,287506194,6.8,1940
Pixels,243637091,5.6,2513
Planet 51,104945765,5.6,556
Planet of the Apes,362211740,5.6,1243
Plastic,0,6.1,86
Platoon,138530565,7.5,1205
Play It to the Bone,8434146,5.7,53
Playing for Keeps,0,5.4,240
Please Give,0,6.0,57
Plush,0,5.4,40
Pocahontas,346079773,6.7,1457
Pocketful of Miracles,5000000,7.3,25
Poetic Justice,27515786,6.9,47
Point Blank,3200000,7.1,95
Point Break,133718711,5.5,783
Pokémon: Spell of the Unknown,68411275,5.9,137
Police Academy,146198896,6.5,602
Police Academy: Mission to Moscow,126247,4.1,178
Polisse,20374201,7.9,285
Pollock,0,6.6,91
Poltergeist,122200000,7.0,794
Poltergeist III,14144000,4.5,123
Pompeii,117831631,5.2,1267
Pontypool,32000,6.6,183
Ponyo,187479518,7.5,926
Pooh's Heffalump Movie,0,6.4,88
Poolhall Junkies,0,6.5,25
Pootie Tang,0,5.4,43
Porky's,125728258,6.1,183
Poseidon,181674817,5.5,583
Post Grad,6405245,5.0,100
Poultrygeist: Night of the Chicken Dead,0,5.9,41
Pound of Flesh,0,5.5,63
Practical Magic,46683377,6.3,338
Precious,47536959,6.9,417
Predator,98235548,7.3,2093
Predator 2,57120318,5.9,730
Predators,126248813,6.0,1206
Prefontaine,589304,6.7,21
Premium Rush,31083599,6.2,832
Premonition,84146832,5.8,381
Pretty Woman,463000000,7.0,1746
Pride & Prejudice,121147947,7.7,1358
Pride and Glory,31148328,6.3,240
Pride and Prejudice and Zombies,16374328,5.5,640
Priest,78309131,5.4,692
Primary Colors,0,6.1,94
Primer,424760,6.9,658
Prince of Persia: The Sands of Time,335154643,6.2,2317
Princess Kaiulani,771499,4.8,14
Princess Mononoke,159375308,8.2,1983
Prison,354704,6.7,27
Prisoners,122126687,7.9,3085
Private Benjamin,0,6.0,102
Project Almanac,32248241,6.4,933
Project X,100000000,6.5,1564
Prom,10130000,5.7,134
Prom Night,14796236,4.8,167
Prometheus,403170142,6.3,5080
Promised Land,8138788,6.0,243
Proof of Life,0,6.0,208
Prophecy,54000000,5.4,25
Proud,0,5.5,3
Psycho,32000000,8.2,2320
Psycho Beach Party,0,6.0,26
Public Enemies,214104620,6.5,1344
Pulp Fiction,213928762,8.3,8428
Pulse,29907685,5.0,150
Punch-Drunk Love,17000000,6.9,530
Punisher: War Zone,10089373,5.6,294
Purple Violets,0,5.7,9
Pushing Tin,0,5.7,116
Puss in Boots,554987477,6.4,451
Quantum of Solace,586090727,6.1,2965
Quarantine,40855419,5.5,339
Quartet,59520298,6.3,139
Queen Crab,0,3.3,3
Queen of the Damned,45479110,5.4,239
Queen of the Mountains,0,0.0,0
Quest for Camelot,38172500,6.9,190
Quest for Fire,55260558,7.1,109
Quigley Down Under,0,6.5,119
Quills,7060876,6.8,128
Quinceañera,0,7.0,7
Quo Vadis,30000000,7.0,63
R.I.P.D.,61648500,5.4,1260
R.L. Stine's Monsterville: The Cabinet of Souls,0,6.9,35
R100,0,5.4,31
RED,71664962,6.6,2808
RED 2,0,6.4,1526
Rabbit Hole,5129058,6.9,165
Rabbit-Proof Fence,0,6.8,84
Race,24804129,7.1,478
Race to Witch Mountain,106303988,5.5,509
Rachel Getting Married,0,6.1,163
Racing Stripes,93772522,5.1,123
Radio,52277485,6.8,141
Radio Days,0,7.0,127
Radio Flyer,4651977,6.6,53
Raging Bull,23000000,7.7,938
Raiders of the Lost Ark,389925971,7.7,3854
Rain Man,412800000,7.6,1709
Raise Your Voice,14867514,6.0,211
Raise the Titanic,0,5.2,21
Raising Cain,37170057,5.9,65
Raising Helen,49718611,5.9,189
Raising Victor Vargas,2816116,7.8,13
Ramanujan,0,5.0,3
Rambo III,189015611,5.7,690
Rambo: First Blood Part II,300400432,6.3,864
Ramona and Beezus,0,6.1,245
Rampage,0,6.0,131
Random Hearts,74608570,5.3,63
Rang De Basanti,11502151,7.2,97
Rango,245724603,6.6,2051
Ransom,309492681,6.4,470
Rapa Nui,305070,6.2,33
Rat Race,85498534,6.0,518
Ratatouille,623722818,7.5,4369
Ravenous,0,6.9,141
Ray,124731534,7.2,467
Raymond Did It,0,3.2,8
Re-Kill,0,4.9,34
Ready to Rumble,12372410,4.7,49
Real Steel,299268508,6.6,2692
Real Women Have Curves,0,5.8,19
Reality Show,0,5.5,2
Rebecca,6000000,7.7,336
Recess: School's Out,44460850,6.6,67
Red Cliff,127814609,7.1,205
Red Dawn,38376497,6.4,215
Red Dog,0,7.1,83
Red Dragon,209196298,6.7,1115
Red Eye,57891803,6.2,455
Red Lights,13551174,6.0,376
Red Planet,33463969,5.4,267
Red Riding Hood,89162162,5.6,922
Red Riding: In the Year of Our Lord 1974,0,7.0,54
Red River,9012000,7.3,82
Red Sky,0,4.1,26
Red Sonja,6948633,5.0,206
Red State,1104682,5.9,316
Red Tails,50365377,5.9,178
Redacted,782102,6.2,37
Redbelt,0,6.4,76
Redemption Road,0,4.7,6
Reds,40382659,7.1,67
Regression,17671101,5.3,585
Reign Over Me,22222308,7.1,334
Reign of Assassins,0,6.7,57
Reign of Fire,43061982,6.0,669
Reindeer Games,32168970,5.4,173
Religulous,0,7.2,197
Remember Me,0,6.9,948
"Remember Me, My Love",0,5.8,44
Remember the Titans,136706683,7.4,821
Renaissance,1831348,6.7,77
Renaissance Man,24332324,5.9,81
Rendition,24748670,6.2,205
Reno 911!: Miami,20342161,5.6,72
Rent,31670620,6.7,155
Repo Man,2300000,6.7,144
Repo Men,18409891,6.2,620
Repo! The Genetic Opera,188126,6.7,100
Requiem for a Dream,7390108,7.9,2443
Rescue Dawn,7177143,6.9,336
Reservoir Dogs,14661007,8.0,3697
Resident Evil,102984862,6.4,2065
Resident Evil: Afterlife,300228084,5.8,1363
Resident Evil: Apocalypse,129394835,6.1,1267
Resident Evil: Extinction,148412065,6.1,1292
Resident Evil: Retribution,240159255,5.6,1600
Restless,0,4.9,8
Restoration,0,5.3,11
Resurrecting the Champ,0,5.9,60
Return of the Jedi,572700000,7.9,4665
Return of the Living Dead 3,54207,5.9,88
Return to Me,36609995,6.1,67
Return to Never Land,109862682,6.1,290
Return to Oz,11137801,6.7,120
Return to the Blue Lagoon,2807854,5.1,153
Revolutionary Road,75225693,6.7,796
Richard III,0,6.9,49
Riddick,98337295,6.2,2035
Ride Along,153997819,6.1,853
Ride Along 2,124827316,6.1,555
Ride with the Devil,635096,6.6,49
Riding Giants,3166000,7.6,23
Riding in Cars with Boys,35743308,6.5,103
Righteous Kill,73174566,5.9,375
Rio,484635760,6.5,2166
Rio 2,500188435,6.3,978
Ripley's Game,0,6.6,69
Rise of the Entrepreneur: The Search for a Better Way,0,8.0,1
Rise of the Guardians,306941670,7.1,1922
Rise of the Planet of the Apes,482860185,7.0,4347
Risen,46069568,5.7,295
River's Edge,0,6.7,59
Rize,0,5.9,13
Ri¢hie Ri¢h,0,5.4,415
Road Hard,0,6.6,8
Road House,30050028,6.3,252
Road Trip,119754278,5.9,542
Road to Perdition,181001478,7.3,1077
Roadside,0,4.2,5
Roadside Romeo,1100000,6.7,3
Roar,2000000,5.6,19
Rob Roy,31596911,6.5,148
Robin Hood,310669540,6.2,1398
Robin Hood: Prince of Thieves,390493908,6.6,909
Robin and Marian,0,6.6,50
RoboCop,242688965,5.7,2342
RoboCop 3,10696210,4.2,305
Robot & Frank,3325038,6.8,450
Robots,260696994,6.0,1333
Rock Star,16991902,6.0,190
Rock of Ages,59418613,6.0,385
RockNRolla,25739015,6.9,836
Rockaway,0,5.8,2
Rocket Singh: Salesman of the Year,0,7.0,27
Rocky,117235147,7.5,1791
Rocky Balboa,155721132,6.5,835
Rodeo Girl,0,5.5,1
Roger & Me,6706368,7.4,90
Role Models,92380927,6.4,564
Roll Bounce,0,6.1,27
Rollerball,0,3.4,106
Romance & Cigarettes,2945242,6.0,33
Romeo + Juliet,147298761,6.7,1374
Romeo Is Bleeding,3275585,5.7,36
Romeo Must Die,91036760,6.0,330
Ronin,41610884,6.7,658
Room,35401758,8.1,2757
Rosemary's Baby,33395426,7.5,863
Rosewater,0,6.5,98
Rotor DR1,0,4.7,3
Rounders,22921898,6.9,439
Royal Kill,0,2.8,6
Rubber,98017,5.7,251
Ruby in Paradise,1001437,5.6,10
Rudderless,0,7.4,105
Rugrats Go Wild,0,5.6,61
Rugrats in Paris: The Movie,103,6.0,100
Rumble in the Bronx,32392047,6.5,240
Run All Night,71561644,6.3,1148
Run Lola Run,7267585,7.2,664
"Run, Fatboy, Run",33000000,6.2,238
"Run, Hide, Die",0,3.5,2
Runaway Bride,309457509,5.7,455
Runner Runner,62616646,5.5,543
Running Forever,0,0.0,0
Running Scared,9500000,7.0,331
Running with Scissors,6754898,5.8,78
Rush,90247624,7.7,2277
Rush Hour 2,347325802,6.4,1054
Rush Hour 3,258022233,6.1,783
Rushmore,17096053,7.5,676
Rust,0,0.0,0
S.W.A.T.,116643346,5.8,770
Sabotage,17508518,5.5,555
Safe,40346186,6.3,799
Safe Haven,97594140,6.9,823
Safe House,208076205,6.3,1345
Safe Men,0,6.3,16
Safety Not Guaranteed,4007792,6.8,556
Sahara,119269486,5.7,434
Saint John of Las Vegas,111731,5.9,18
Saint Ralph,0,7.3,24
Saints and Soldiers,0,6.6,98
Salt,293329073,6.2,2093
Salton Sea,676698,7.0,104
Salvador,0,7.0,71
Salvation Boulevard,0,5.6,28
Samantha: An American Girl Holiday,0,4.6,9
Samsara,0,8.0,167
San Andreas,470490832,6.0,2968
Sanctuary: Quite a Conundrum,0,0.0,0
Sanctum,108609310,5.8,339
Sands of Iwo Jima,7800000,6.2,33
Sarah's Key,17511906,7.2,196
Sardaarji,0,9.5,2
Sausage Party,140752617,5.6,2238
Savage Grace,0,5.7,60
Savages,82966152,6.2,766
Save the Last Dance,91038276,6.3,352
Saved!,0,6.3,147
Saving Face,0,6.8,32
Saving Mr. Banks,112544580,7.3,1226
Saving Private Perez,0,6.1,18
Saving Private Ryan,481840909,7.9,5048
Saving Silverman,19351569,5.4,154
Savva. Heart of the Warrior,0,6.4,7
Saw,103911669,7.2,2184
Saw II,152925093,6.3,1251
Saw III,163876815,6.1,1071
Saw IV,139352633,5.9,903
Saw V,113857533,5.9,820
Saw VI,68233629,6.0,722
Saw: The Final Chapter,136150434,5.8,730
Say It Isn't So,0,4.8,47
Scarface,65884703,8.0,2948
Scary Movie 2,141220678,5.4,982
Scary Movie 3,220673217,5.8,912
Scary Movie 4,178262620,5.3,750
Scary Movie 5,78378744,4.6,793
Schindler's List,321365567,8.3,4329
School Daze,0,6.2,26
School for Scoundrels,17807569,5.6,111
School of Rock,131282949,6.7,1414
Scooby-Doo,275650703,5.4,820
Scooby-Doo 2: Monsters Unleashed,181466833,5.4,500
Scoop,31584901,6.4,420
Scott Pilgrim vs. the World,47664559,7.2,2126
Scott Walker: 30 Century Man,0,7.0,8
Scream,173046663,7.0,1476
Scream 2,172363301,6.1,840
Scream 3,161834276,5.7,736
Scream 4,97138686,6.1,902
Screwed,0,4.9,23
Scrooged,60328000,6.7,390
Se7en,327311859,8.1,5765
Sea Rex 3D: Journey to a Prehistoric World,4074023,5.9,11
Sea of Love,110879513,6.7,141
Seabiscuit,148336445,6.7,216
Secondhand Lions,0,6.9,260
Secret Window,92913171,6.4,972
Secret in Their Eyes,34854990,6.2,336
Secretariat,60251371,6.8,103
Secretary,9304609,6.7,376
See Spot Run,0,4.8,44
Seed of Chucky,24829644,4.9,287
Seeking a Friend for the End of the World,9636289,6.3,700
Selena,60000000,7.0,114
Self/less,30523226,6.3,1091
Selma,66787908,7.4,817
Semi-Pro,33472850,5.4,251
Sense and Sensibility,135000000,7.2,352
September Dawn,0,5.0,16
Serendipity,77516304,6.6,521
Serenity,38869464,7.4,1264
Serial Mom,7820688,6.4,135
Serving Sara,16930185,5.0,85
Session 9,373967,6.2,251
Set It Off,41590886,6.9,66
Seven Pounds,168167691,7.5,2039
Seven Psychopaths,19422261,6.7,1206
Seven Samurai,271841,8.2,878
Seven Years in Tibet,131457682,7.0,630
Seventh Son,114178613,5.2,957
Severance,0,6.4,169
Sex Drive,18755936,6.0,342
Sex Tape,126069509,5.3,1695
Sex With Strangers,0,5.0,1
Sex and the City 2,288347692,5.4,426
"Sex, Lies, and Videotape",0,6.7,185
Sexy Beast,0,7.0,217
Sgt. Bilko,0,5.5,94
Shade,0,6.1,73
Shadow Conspiracy,2154540,4.0,11
Shadow of the Vampire,8279017,6.6,148
Shadowlands,0,6.8,61
Shaft,107196498,5.5,308
Shakespeare in Love,289317794,6.8,796
Shalako,2620000,5.4,12
Shall We Dance?,170128460,5.9,297
Shallow Hal,141069860,5.7,731
Shame,17693675,7.0,875
Shanghai Calling,0,5.7,7
Shanghai Knights,88323487,6.0,692
Shanghai Noon,56932305,6.2,735
Shanghai Surprise,0,2.9,15
Shaolin Soccer,42776760,6.6,491
Shark Lake,0,4.4,19
Shark Night,10126458,4.9,132
Shark Tale,367275019,5.8,1557
Sharknado,0,3.8,476
Sharkskin,0,0.0,0
Shattered Glass,2944752,6.6,111
Shaun of the Dead,30039392,7.5,2420
She Done Him Wrong,2200000,5.1,27
She Wore a Yellow Ribbon,5400000,7.1,61
She's All That,103166989,5.7,418
She's Gotta Have It,0,6.1,25
She's Out of My League,49779728,5.9,525
She's the Man,33889159,6.4,671
She's the One,9482579,5.7,70
Sheena,5778353,5.0,22
Sherlock Holmes,524028679,7.0,5766
Sherlock Holmes: A Game of Shadows,334615000,7.0,3886
Sherrybaby,622806,6.3,41
Shin Godzilla,77000000,6.5,143
Shine,0,7.3,131
Shine a Light,0,7.2,44
Shinjuku Incident,0,6.7,65
Shipwrecked,0,6.1,14
Sholem Aleichem: Laughing In The Darkness,845188,7.0,2
Shooter,95696996,6.9,1462
Shooting Fish,302204,7.0,23
Shopgirl,11588205,5.7,75
Short Cut to Nirvana: Kumbh Mela,0,0.0,0
Shortbus,5179037,6.3,140
Shorts,28972508,5.1,44
Shotgun Stories,0,6.9,57
Should've Been Romeo,0,0.0,0
Show Boat,11000000,6.9,18
Show Me,0,5.6,4
Showdown in Little Tokyo,2275557,5.7,95
Showgirls,20350754,4.9,256
Shrek,484409218,7.3,4056
Shrek 2,919838758,6.7,2988
Shrek Forever After,752600867,6.0,1959
Shrek the Third,798958165,6.0,2278
Shutter,0,5.3,180
Shutter Island,294804195,7.8,6336
Sicario,84025816,7.2,2416
Sicko,24538513,7.3,235
Side Effects,63372757,6.4,1323
Sideways,109502303,6.9,478
"Signed, Sealed, Delivered",0,7.0,6
Signs,408247917,6.4,1599
Silent Hill,97607453,6.3,1067
Silent Hill: Revelation 3D,52302796,5.0,432
Silent House,13101672,5.2,125
Silent Movie,0,6.7,78
Silent Running,0,6.3,177
Silent Trigger,76382,5.0,22
Silmido,0,6.6,28
Silver Linings Playbook,205738714,6.9,4742
Silver Medalist,0,7.4,13
Silverado,0,7.1,146
Simon Birch,18253415,6.5,52
Simply Irresistible,4398989,5.5,52
Sin City,158733820,7.2,2691
Sin City: A Dame to Kill For,39407616,6.3,1286
Sinbad: Legend of the Seven Seas,26288320,6.6,372
Singin' in the Rain,7200000,7.8,727
Sinister,77712439,6.7,1573
Sinister 2,52882018,5.4,581
